217,1,10,6,a,b,0,1,10,c,a,16,c,f,0,78,e,11,c,0,9,b,2,b,1,b,b,12,j,a,b,5,18,b
218,1,16,1,b,a,0,4,8,a,d,11,c,c,1,9,b,10,a,1,0,b,5,a,1,b,a,6,b,a,b,5,9,a
222,1,17,6,a,a,0,2,0,b,b,20,a,b,1,35,i,19,a,0,0,b,0,a,3,b,a,5,a,a,b,15,0,b
223,1,3,10,b,a,0,2,7,a,b,16,a,f,2,27,b,12,a,2,0,a,4,a,1,b,a,11,b,a,b,10,18,a
224,1,18,6,a,a,0,1,5,e,d,18,d,g,1,97,k,4,g,1,9,a,3,a,3,b,a,15,f,a,b,5,15,b
226,1,0,1,b,a,0,0,14,e,b,3,c,a,1,15,i,8,b,1,0,b,5,a,3,c,a,2,b,a,b,5,9,b
227,1,5,1,c,b,0,3,1,e,b,12,d,b,1,79,k,7,i,1,0,a,2,b,3,b,b,14,h,a,b,10,0,b
229,1,12,6,a,a,0,0,15,e,d,4,d,a,1,20,n,3,g,1,0,b,2,a,3,b,a,1,h,a,b,10,18,b
231,1,15,6,a,a,0,0,13,d,b,8,c,f,1,20,i,16,c,1,1,b,4,a,3,b,a,6,b,a,b,10,9,a
232,1,21,1,b,a,0,5,11,a,b,13,d,h,1,71,q,17,f,1,0,b,0,b,1,b,a,2,f,a,b,10,18,a
233,1,5,6,b,a,0,3,18,a,b,12,d,c,0,39,n,24,f,0,0,a,2,b,1,b,a,6,h,a,b,0,18,a
237,1,22,10,b,a,0,5,9,a,b,17,c,f,1,20,d,10,c,3,0,b,6,b,1,b,a,5,j,a,b,5,9,a
241,1,17,1,b,a,0,3,7,d,b,16,c,h,0,30,b,15,f,0,0,b,6,b,1,b,a,2,b,a,b,10,15,b
243,1,8,6,b,a,0,5,17,a,b,6,d,a,1,30,r,7,f,1,0,b,2,a,1,b,a,7,f,a,b,15,3,a
244,1,11,1,b,b,0,4,17,e,b,7,d,f,1,44,r,9,f,1,1,b,6,b,1,b,b,2,h,a,b,5,18,b
245,1,17,6,b,a,0,3,18,a,b,4,c,a,1,46,e,16,f,3,0,a,5,b,1,b,a,5,b,a,b,15,18,a
246,1,23,0,a,b,0,4,10,e,d,9,c,f,0,82,i,22,c,0,2,a,3,a,1,b,b,11,j,a,b,15,9,b
250,1,17,1,c,b,0,3,13,e,b,10,d,f,0,79,k,20,i,0,0,b,2,a,1,b,b,9,f,a,b,10,18,b
257,1,15,1,c,b,0,4,4,e,b,6,d,a,1,92,j,5,i,1,0,a,2,a,1,b,b,7,h,a,b,5,12,b
259,1,16,10,c,a,0,2,7,e,b,3,d,f,1,48,k,16,i,1,0,b,5,b,1,b,a,14,h,a,b,15,3,b
260,1,2,0,c,a,0,0,1,e,b,22,d,b,1,49,n,9,i,1,6,a,6,a,1,b,a,13,h,f,b,10,18,b
264,1,14,1,a,a,0,1,5,e,b,17,c,a,2,48,i,8,a,2,4,b,4,b,1,b,a,4,b,a,b,5,6,b
265,1,22,6,b,a,0,1,2,e,b,13,d,g,0,59,r,21,f,0,0,b,3,b,1,b,a,7,f,a,d,15,12,b
272,1,17,10,b,a,0,1,14,a,b,3,c,c,1,23,b,9,b,1,0,b,2,b,1,b,a,3,b,a,b,15,15,a
274,1,17,1,a,a,0,2,2,a,b,8,c,f,1,51,e,13,f,2,1,a,2,a,1,b,a,10,j,a,b,10,6,a
285,1,22,0,b,a,0,3,12,e,b,8,d,f,0,73,n,6,f,2,0,b,6,a,1,b,a,5,h,f,b,0,9,b
287,1,3,6,c,b,0,2,1,e,b,2,e,b,1,95,l,9,i,1,0,a,6,a,2,b,b,8,f,f,b,5,18,b
289,1,18,6,d,a,0,2,1,e,b,24,c,b,1,59,a,18,a,1,11,b,6,a,2,b,a,14,e,a,b,10,9,b
290,1,12,1,d,b,0,1,3,c,b,0,c,e,0,67,a,8,a,0,4,a,5,a,1,b,b,13,b,a,b,5,18,b
291,1,12,6,a,a,0,7,2,a,b,20,d,e,1,87,k,16,i,1,6,b,5,a,1,b,a,12,h,f,c,5,15,a
296,1,4,1,c,b,0,2,15,e,b,12,d,a,1,74,m,8,i,1,0,a,4,a,3,b,b,11,f,a,b,15,18,b
297,1,11,1,a,b,1,2,13,e,b,15,c,f,4,72,i,11,c,6,1,a,5,b,2,b,b,10,b,a,b,15,15,b
300,1,16,10,a,b,0,0,16,e,b,16,d,a,1,98,k,8,i,1,11,a,5,b,1,b,b,20,h,a,b,15,15,b
304,1,18,5,a,a,0,1,1,e,b,23,d,b,1,55,k,15,i,2,0,a,4,a,2,b,a,20,h,a,b,15,18,b
311,1,8,6,a,a,0,5,2,c,b,8,c,f,1,42,b,12,f,3,4,a,2,a,3,b,a,10,b,a,b,10,12,b
312,1,8,5,a,b,0,5,15,e,b,14,c,f,1,34,b,9,a,1,3,a,6,a,3,b,b,8,b,a,b,0,6,b
313,1,17,1,a,b,0,2,2,e,b,2,d,b,1,86,r,10,i,1,1,b,5,a,1,b,b,12,f,a,b,5,3,b
315,1,20,0,a,a,0,1,11,e,b,9,d,a,0,71,m,8,g,0,0,a,2,a,1,b,a,14,f,e,b,15,18,b
325,1,7,10,a,b,0,5,3,e,b,5,d,f,0,84,r,5,i,0,3,a,2,b,1,b,b,11,h,a,b,15,15,b
326,1,5,10,a,a,0,3,12,e,b,18,d,f,0,82,n,13,i,0,9,b,5,a,1,b,a,20,f,a,b,5,6,b
328,1,14,10,a,a,0,2,5,d,b,21,d,a,1,23,n,7,i,1,1,a,5,a,3,b,a,9,f,a,b,10,9,b
329,1,4,6,b,a,0,0,5,e,b,10,c,a,1,45,b,10,b,1,0,b,6,a,3,b,a,2,b,a,b,15,12,b
332,1,6,6,a,a,0,0,11,c,b,19,c,a,0,44,d,16,f,0,0,a,4,b,3,b,a,2,a,e,b,10,18,b
333,1,5,6,a,a,0,3,6,e,b,8,d,a,1,92,r,7,i,1,3,a,6,b,3,b,a,10,h,a,b,5,6,b
334,1,16,6,c,b,0,2,5,e,b,19,d,a,0,75,j,10,i,0,2,a,3,a,1,b,b,10,f,a,b,10,9,b
336,1,13,10,b,a,0,4,13,a,b,16,d,f,0,71,r,9,f,0,0,b,4,a,1,b,a,5,f,a,b,10,15,a
344,1,1,1,a,b,0,0,6,e,d,17,d,a,1,9,r,7,i,1,1,a,5,b,3,b,b,6,g,a,b,5,9,b
350,1,9,6,a,a,0,2,5,e,b,23,d,a,1,66,p,8,g,1,6,a,3,a,3,b,a,15,g,a,b,15,9,b
351,1,16,1,a,a,0,0,16,c,b,0,f,a,0,88,r,6,i,0,0,a,3,b,1,b,a,10,f,a,b,0,18,b
353,1,6,10,b,a,0,4,8,a,b,6,d,a,0,29,r,9,f,1,0,a,6,a,1,b,a,7,f,a,b,5,6,a
354,1,5,1,c,a,0,3,7,e,c,7,c,a,3,82,b,13,f,3,0,b,2,a,1,b,a,12,b,a,b,10,18,b
355,1,20,6,b,a,0,1,11,e,b,3,d,f,1,85,r,31,f,1,0,a,5,a,1,b,a,18,f,a,b,0,0,a
358,1,3,6,a,a,0,2,6,e,b,2,d,a,2,79,r,13,i,3,2,a,0,a,3,b,a,10,f,a,d,15,12,b
361,1,13,5,c,a,0,0,17,e,b,0,c,f,0,46,i,6,a,0,1,a,6,a,1,b,a,3,b,a,b,5,18,b
362,1,6,1,c,b,0,4,3,e,b,0,c,a,1,72,i,7,a,3,0,b,3,a,3,b,b,12,b,a,b,10,9,b
364,1,13,10,a,a,0,2,13,e,b,21,c,h,0,85,b,12,c,0,0,a,6,a,1,b,a,8,b,a,b,15,15,b
367,1,21,10,b,b,0,1,2,e,b,0,d,c,1,97,j,16,f,2,0,b,0,b,1,b,b,11,f,a,b,10,18,b
374,1,4,10,a,a,0,3,9,d,b,14,c,f,2,29,i,10,c,4,2,a,5,a,2,b,a,8,b,a,b,15,18,b
376,1,17,10,c,b,0,1,8,e,b,22,e,f,0,85,m,10,i,0,8,a,5,a,1,b,b,15,h,a,b,15,18,b
382,1,17,6,a,a,0,0,14,a,b,0,d,f,0,86,j,9,i,0,1,b,3,a,3,b,a,4,h,a,d,10,0,a
385,1,18,6,a,b,0,1,4,d,b,12,d,f,3,96,m,6,i,3,10,a,6,b,1,b,b,14,h,a,b,0,18,b
387,1,4,1,a,a,0,2,16,e,b,19,c,a,1,44,b,7,a,2,2,a,5,a,1,b,a,6,b,a,b,5,3,b
388,1,10,10,a,a,0,1,12,a,b,15,d,a,0,39,r,9,g,2,1,a,3,a,1,b,a,11,f,a,b,10,9,a
395,1,18,5,c,a,0,1,4,d,a,15,c,f,1,35,i,7,a,1,0,b,3,a,1,b,a,13,b,b,b,5,12,b
400,1,2,0,b,a,0,1,0,e,b,23,c,f,1,53,i,14,a,1,0,a,5,a,1,b,a,9,j,a,b,15,9,b
403,1,0,6,a,a,0,0,7,e,b,22,e,f,1,56,k,8,i,1,0,b,5,b,1,b,a,10,f,a,a,5,6,b
405,1,17,6,a,a,0,2,13,d,b,12,e,a,1,78,j,10,g,1,8,b,6,a,1,b,a,15,f,a,b,10,18,b
406,1,1,6,a,a,0,0,11,e,b,19,a,f,1,33,b,8,c,1,0,a,2,a,4,b,a,2,b,a,b,10,12,b
408,1,10,10,a,a,0,3,1,e,b,21,c,b,2,45,b,10,a,1,0,b,6,b,1,d,a,5,b,f,b,5,3,b
411,1,4,5,a,a,0,3,10,e,b,15,c,d,1,58,i,15,c,1,0,a,0,b,1,a,a,3,j,a,b,15,3,b
412,1,16,10,c,a,0,3,2,e,b,14,d,f,1,24,j,8,i,1,0,a,3,b,3,b,a,10,f,d,b,10,3,b
415,1,17,10,a,b,0,4,3,e,b,0,c,c,1,87,i,10,b,1,1,a,5,a,2,b,b,7,b,a,b,5,18,b
416,1,11,1,a,a,0,3,14,a,b,12,c,f,0,38,b,13,c,2,2,b,6,b,3,b,a,6,b,a,b,10,15,a
420,1,17,1,a,b,0,0,12,e,b,18,c,h,1,51,g,13,a,1,1,b,2,a,1,b,b,12,b,a,b,5,9,b
421,1,19,6,b,a,0,1,0,e,b,20,e,b,1,32,r,22,f,1,11,a,3,a,3,b,a,4,f,a,b,10,15,a
424,1,20,1,a,a,0,1,14,a,b,2,d,f,1,61,k,12,i,1,0,b,2,a,1,b,a,14,h,a,b,10,0,a
426,1,8,6,a,a,0,2,11,e,b,4,c,f,1,33,b,13,c,1,1,a,3,a,1,b,a,3,j,a,b,10,9,b
429,1,16,1,c,a,0,5,13,e,b,19,c,h,0,81,i,15,c,0,0,b,4,a,1,b,a,5,j,a,b,15,15,b
433,1,10,1,b,a,0,5,11,a,b,11,e,f,0,33,p,11,f,0,0,b,6,a,1,b,a,3,h,a,b,10,12,a
434,1,2,0,a,a,0,1,10,a,b,20,d,d,1,78,r,12,i,2,1,a,6,a,2,b,a,11,h,a,a,10,18,a
436,1,5,1,a,a,0,0,12,d,b,0,d,h,1,25,r,21,g,1,0,a,3,b,1,b,a,2,h,a,b,5,6,a
437,1,22,6,b,b,0,2,9,e,b,0,d,f,6,42,r,14,f,6,3,a,1,b,1,b,b,10,f,e,b,15,3,a
438,1,15,10,a,a,0,4,1,e,b,22,a,b,2,51,i,13,a,2,0,a,2,a,1,b,a,2,j,f,b,15,15,b
439,1,19,10,a,a,0,3,13,e,b,5,d,f,1,86,n,19,i,1,8,b,6,b,3,b,a,19,f,a,b,15,0,b
441,1,10,10,a,a,0,6,4,e,b,18,d,f,0,96,k,7,i,0,7,b,5,b,1,b,a,19,f,b,b,0,3,b
443,1,7,6,a,a,0,4,4,e,d,13,d,a,1,49,r,8,i,1,3,a,2,a,3,b,a,8,f,a,b,10,0,a
444,1,9,6,c,a,0,1,8,e,b,15,c,f,0,48,i,18,c,0,0,b,2,a,3,b,a,21,j,a,b,15,18,b
445,1,20,1,a,a,0,2,11,c,b,11,d,a,0,74,k,18,g,0,3,b,5,b,1,b,a,8,f,c,b,5,12,b
447,1,14,0,a,a,0,2,17,c,d,15,c,a,1,33,i,7,c,1,2,b,4,a,1,b,a,6,b,a,b,15,15,b
451,1,13,5,a,a,0,2,5,e,b,8,d,a,1,97,r,9,g,1,9,a,3,a,1,d,a,15,f,a,b,0,18,b
452,1,12,5,a,b,1,2,7,e,b,8,e,e,3,51,k,18,i,3,0,b,0,a,1,b,b,9,h,a,b,10,15,b
453,1,22,6,e,b,1,4,11,e,b,0,c,f,5,70,i,18,c,5,9,a,6,a,1,b,b,16,j,a,b,15,18,b
454,1,6,1,a,b,0,4,3,e,b,10,d,f,0,12,k,7,i,1,1,b,3,a,3,b,b,6,f,a,b,10,12,b
457,1,7,10,a,a,0,0,7,e,b,10,c,a,1,85,b,12,c,5,5,b,6,a,3,b,a,8,b,a,b,10,18,b
458,1,16,10,a,a,0,0,7,c,b,19,c,f,2,96,i,14,f,2,9,a,5,b,3,b,a,12,b,a,b,5,3,b
463,1,12,1,c,b,0,2,4,e,b,7,d,b,1,92,l,7,i,1,0,a,6,a,1,b,b,11,h,a,b,10,9,b
464,1,0,1,b,a,0,0,8,a,b,6,c,f,0,47,b,10,f,0,0,b,2,a,1,b,a,2,b,a,b,5,3,a
467,1,18,6,a,b,0,3,11,c,b,0,d,a,1,73,k,15,g,1,2,a,4,a,1,b,b,14,h,a,b,15,18,b
468,1,23,6,a,a,0,3,12,e,b,16,e,a,0,47,k,20,g,5,1,a,6,b,1,b,a,4,f,a,b,10,9,b
470,1,4,5,a,b,0,2,1,e,b,0,d,b,1,48,n,7,i,1,0,a,4,a,3,b,b,14,f,f,b,10,3,b
472,1,9,1,a,a,0,0,13,e,b,10,c,a,0,83,i,14,f,0,0,a,5,b,3,b,a,3,b,a,b,5,15,b
473,1,14,1,a,a,0,3,1,e,b,21,a,b,0,45,b,16,a,3,4,a,6,b,2,b,a,7,j,a,b,10,18,b
475,1,4,6,a,a,0,1,2,b,b,20,a,f,1,24,b,11,a,3,3,b,5,a,1,b,a,6,b,a,d,15,18,b
477,1,11,1,a,b,0,2,6,a,b,17,d,a,1,84,k,8,g,2,0,b,3,a,1,b,b,9,h,a,b,10,15,a
479,1,12,5,a,a,0,1,10,a,b,16,c,f,0,48,a,14,a,0,0,b,3,b,1,b,a,12,b,a,b,15,15,a
480,1,0,1,b,a,0,0,4,e,b,16,c,g,1,16,g,6,a,1,0,a,1,a,3,b,a,2,c,a,b,10,3,b
481,1,2,1,a,b,0,1,7,e,b,24,a,f,1,52,i,14,c,1,1,a,3,a,1,b,a,12,b,a,b,15,18,b
482,1,2,5,a,a,0,1,6,d,b,15,c,a,1,83,b,8,a,1,2,b,0,a,1,b,a,6,b,a,b,15,18,b
484,1,2,10,b,a,0,1,8,e,b,11,c,f,1,74,c,14,f,3,0,b,6,b,1,b,a,6,b,a,b,10,9,b
485,1,17,1,b,a,0,3,8,d,b,2,c,f,1,73,a,9,a,1,0,b,5,a,3,b,a,2,j,a,b,10,18,b
487,1,14,6,a,a,0,1,16,c,b,8,c,a,1,56,i,7,a,1,7,a,1,b,2,b,a,16,b,a,b,5,0,b
488,1,22,6,b,a,0,3,14,d,b,12,c,h,0,49,i,15,c,0,0,a,0,a,3,b,a,1,b,a,b,15,18,b
489,1,15,0,a,a,0,3,17,e,b,2,c,f,0,55,i,6,a,0,8,a,5,a,3,b,a,13,b,a,b,15,18,b
491,1,16,6,b,a,0,1,16,a,b,8,d,a,1,51,r,7,f,1,0,a,3,a,1,b,a,3,h,a,b,5,18,a
492,1,6,10,c,a,0,4,11,d,b,12,d,f,1,49,r,7,i,1,0,b,6,b,3,b,a,4,i,a,b,5,12,b
493,1,4,0,a,b,0,3,6,e,b,24,e,a,1,84,r,8,i,2,3,a,1,a,3,b,b,8,f,a,b,0,15,b
495,1,3,5,c,b,0,2,4,e,a,5,d,a,0,73,r,6,i,0,0,b,5,a,1,b,b,12,f,a,b,5,9,b
498,1,1,0,a,a,0,1,13,a,b,0,d,f,1,66,k,16,i,3,1,a,2,b,1,b,a,11,h,a,b,5,3,a
504,1,6,6,a,a,0,4,6,e,b,5,d,c,0,36,k,3,i,0,0,b,2,b,3,b,a,13,f,a,b,15,9,b
505,1,7,5,a,a,0,1,11,a,b,19,c,h,1,34,e,13,f,1,5,b,3,a,1,b,a,15,b,a,b,15,0,a
506,1,1,5,a,a,0,1,4,e,b,1,c,b,1,29,b,8,a,1,0,a,0,a,4,b,a,6,b,f,b,0,18,b
508,1,9,1,a,a,0,4,1,e,b,0,d,f,0,32,n,16,i,0,0,b,2,b,1,b,a,1,f,a,b,0,12,b
512,1,0,1,a,a,0,0,16,a,b,15,d,d,0,15,r,9,i,3,1,b,4,a,3,b,a,8,h,a,b,10,3,a
513,1,21,1,a,a,1,2,7,a,b,17,d,f,1,31,j,16,i,1,2,b,5,b,1,b,a,2,f,a,b,10,0,a
514,1,17,6,b,a,0,2,11,c,b,2,c,f,0,40,i,12,c,0,0,a,5,a,1,b,a,1,b,a,b,10,0,b
519,1,16,0,b,a,0,0,7,e,b,15,c,a,1,22,b,14,c,1,0,b,2,a,1,b,a,3,b,a,b,5,15,b
520,1,14,1,a,a,0,2,17,a,b,8,c,f,0,26,i,8,a,0,2,a,6,a,4,b,a,15,b,a,b,15,15,a
521,1,2,10,a,b,0,1,5,e,b,23,c,a,1,88,b,5,a,1,1,b,3,a,1,b,b,11,b,a,b,5,15,b
523,1,18,10,a,b,0,1,5,e,b,17,c,a,1,98,e,7,b,1,0,b,1,a,1,b,b,16,b,a,b,15,9,b
527,1,14,6,a,a,0,1,5,e,b,3,a,a,1,59,b,11,a,1,0,b,6,a,3,b,a,14,b,g,b,10,0,b
528,1,13,1,a,a,0,2,2,e,b,21,a,f,1,47,b,13,a,1,0,b,0,b,1,b,a,2,a,a,b,15,3,b
533,1,14,6,a,a,0,2,0,d,b,20,a,f,0,36,e,21,a,0,1,a,1,b,1,b,a,10,b,a,d,10,18,b
536,1,17,10,a,a,0,5,6,c,d,16,d,g,0,93,k,6,g,0,11,a,6,b,1,b,a,21,h,a,b,15,9,b
544,1,12,10,a,b,0,0,7,e,b,22,c,f,1,87,b,8,a,1,6,a,3,a,1,b,a,12,b,a,b,10,12,b
546,1,22,6,a,a,0,3,8,a,b,18,c,f,1,57,e,16,f,1,3,b,3,b,1,b,a,15,b,a,b,10,6,a
